"Wrong attribute set code ""%1"", please correct it and try again.","屬性集代碼""%1""錯誤，請更正並重試。",module,Branch8_CatalogCustom
The Future Update Start Time is invalid. It can't be later than current time + %1 years.,未來更新開始時間無效。不能晚於當前時間 + %1 年。,module,Branch8_CatalogCustom
The Future Update End Time is invalid. It can't be later than current time + %1 years.,未來更新結束時間無效。不能晚於當前時間 + %1 年。,module,Branch8_CatalogCustom
The Future Update Start Time is invalid. It can't be earlier than the current time.,未來更新開始時間無效。它不能早於當前時間。,module,Branch8_CatalogCustom
The Future Update End Time is invalid. It can't be the same time or earlier than the current time.,未來更新結束時間無效。它不能與當前時間相同或更早。,module,Branch8_CatalogCustom
The Future Update End Time is invalid. It can't be earlier than the current time.,未來更新結束時間無效。它不能早於當前時間。,module,Branch8_CatalogCustom
The system will automatically add your Seller ID as a separator.,系統會自動新增您的特約商 ID 作為分隔符號。,module,Branch8_CatalogCustom
Settings,設定,module,Branch8_CatalogCustom
Days of the week,一周中的幾天,module,Branch8_CatalogCustom
Hours of the day,一天中的幾個小時,module,Branch8_CatalogCustom
Monday,星期一,module,Branch8_CatalogCustom
". "":00 AM""",". "":00 AM""",module,Branch8_CatalogCustom
". "":05 AM""",". "":05 AM""",module,Branch8_CatalogCustom
". "":10 AM""",". "":10 AM""",module,Branch8_CatalogCustom
". "":15 AM""",". "":15 AM""",module,Branch8_CatalogCustom
". "":20 AM""",". "":20 AM""",module,Branch8_CatalogCustom
". "":25 AM""",". "":25 AM""",module,Branch8_CatalogCustom
". "":30 AM""",". "":30 AM""",module,Branch8_CatalogCustom
". "":40 AM""",". "":40 AM""",module,Branch8_CatalogCustom
". "":45 AM""",". "":45 AM""",module,Branch8_CatalogCustom
". "":50 AM""",". "":50 AM""",module,Branch8_CatalogCustom
". "":55 AM""",". "":55 AM""",module,Branch8_CatalogCustom
". "":00 PM""",". "":00 PM""",module,Branch8_CatalogCustom
". "":05 PM""",". "":05 PM""",module,Branch8_CatalogCustom
". "":10 PM""",". "":10 PM""",module,Branch8_CatalogCustom
". "":15 PM""",". "":15 PM""",module,Branch8_CatalogCustom
". "":20 PM""",". "":20 PM""",module,Branch8_CatalogCustom
". "":25 PM""",". "":25 PM""",module,Branch8_CatalogCustom
". "":30 PM""",". "":30 PM""",module,Branch8_CatalogCustom
". "":35 PM""",". "":35 PM""",module,Branch8_CatalogCustom
". "":40 PM""",". "":40 PM""",module,Branch8_CatalogCustom
". "":45 PM""",". "":45 PM""",module,Branch8_CatalogCustom
". "":50 PM""",". "":50 PM""",module,Branch8_CatalogCustom
". "":55 PM""",". "":55 PM""",module,Branch8_CatalogCustom
Tuesday,星期二,module,Branch8_CatalogCustom
Wednesday,星期三,module,Branch8_CatalogCustom
Thursday,星期四,module,Branch8_CatalogCustom
Friday,星期五,module,Branch8_CatalogCustom
Saturday,星期六,module,Branch8_CatalogCustom
Sunday,星期日,module,Branch8_CatalogCustom
Product Images,產品圖片,module,Branch8_CatalogCustom
Add Video,新增影片,module,Branch8_CatalogCustom
Add video,新增影片,module,Branch8_CatalogCustom
Browse Files...,瀏覽文件...,module,Branch8_CatalogCustom
Click here or drag and drop to add images.,按一下此處或拖放以新增圖像。,module,Branch8_CatalogCustom
Delete video,刪除影片,module,Branch8_CatalogCustom
Delete image,刪除圖片,module,Branch8_CatalogCustom
Make Base,建立基礎,module,Branch8_CatalogCustom
Hidden,隱藏,module,Branch8_CatalogCustom
Alt Text,替代文字,module,Branch8_CatalogCustom
Role,角色,module,Branch8_CatalogCustom
Hide from Product Page,從產品頁面隱藏,module,Branch8_CatalogCustom
Buy Now,立即購買,module,Branch8_CatalogCustom
Add to Cart,加入購物車,module,Branch8_CatalogCustom
Qty,數量,module,Branch8_CatalogCustom
Down,向下,module,Branch8_CatalogCustom
Up,向上,module,Branch8_CatalogCustom
Buying...,購買...,module,Branch8_CatalogCustom
Adding...,新增...,module,Branch8_CatalogCustom
Bought,購買,module,Branch8_CatalogCustom
Added,增加,module,Branch8_CatalogCustom
View all,檢視全部,module,Branch8_CatalogCustom
In stock,在庫中,module,Branch8_CatalogCustom
Out of stock,缺貨,module,Branch8_CatalogCustom
Inventory less than %1 units,庫存少於 %1 件,module,Branch8_CatalogInventory
None,無,module,Branch8_CatalogInventory
Quantity,庫存量,module,Branch8_CatalogInventory
Choose a selection...,選擇一個選項...,module,Branch8_CatalogInventory
Qty,數量,module,Branch8_CatalogInventory
Grouped product items,分組的產品項目,module,Branch8_CatalogInventory
Product Name,產品名稱,module,Branch8_CatalogInventory
Availability,可用性,module,Branch8_CatalogInventory
Out of stock,缺貨,module,Branch8_CatalogInventory
No options of this product are available.,該產品無可用的選項。,module,Branch8_CatalogInventory
Please login buyer account to checkout.,請登入買家帳戶進行結帳。,module,Branch8_Checkout
There are some products that are not available to order. Please uncheck them or remove from shopping cart. Please see : %1,有些產品無法訂購。請取消選取它們或從購物車中刪除。請參閱：%1,module,Branch8_Checkout
Products in the shopping cart need to have the same shipping method.,購物車中的產品需要有相同的配送方式。,module,Branch8_Checkout
Please Relogin / Login With Hotai Panel.,請重新登入/使用和泰面板登入。,module,Branch8_Checkout
The Notification is added to queue. Make sure your cron job is running to send notification,通知已添加到佇列中。請確保您的定時任務正在運行以發送通知。,module,Branch8_CustomNotification
The Notification has been saved.,通知已儲存。,module,Branch8_CustomNotification
An error occurred while loading more notifications.,載入更多通知時發生錯誤。,module,Branch8_CustomNotification
Back to Notification Home,回到通知主頁,module,Branch8_CustomNotification
View,檢視,module,Branch8_CustomNotification
No any notification.,無通知。,module,Branch8_CustomNotification
移除,移除,module,Branch8_CustomNotification
Sign Out,登出,module,Branch8_Customer
Sign In,登入,module,Branch8_Customer
Old level,舊級別,module,Branch8_Customer
New Level,新級別,module,Branch8_Customer
Created,已創建,module,Branch8_Customer
Details,細節,module,Branch8_Customer
Label,標籤,module,Branch8_Customer
Icon,圖示,module,Branch8_Customer
Organization,組織,module,Branch8_Customer
Previous level,上一級別,module,Branch8_Customer
Next level,下一級別,module,Branch8_Customer
Period,時期,module,Branch8_Customer
"Unit is month, otherwise leave blank or enter 0",單位為月，否則留空或輸入0,module,Branch8_Customer
Conditions,規則,module,Branch8_Customer
Customer group history,顧客群歷史記錄,module,Branch8_Customer
Sort Order,排序順序,module,Branch8_Customer
Group,團體,module,Branch8_Customer
Benefit,益處,module,Branch8_Customer
Add,添加,module,Branch8_Customer
Delete,刪除,module,Branch8_Customer
Are you sure you want to delete this organization?,您確定要刪除該組織嗎？,module,Branch8_Customer
Save Organization,儲存組織,module,Branch8_Customer
ID,ID,module,Branch8_Customer
Frontend Name,前端名稱,module,Branch8_Customer
Mapping API Name,Mapping API Name,module,Branch8_Customer
Created At,創建於,module,Branch8_Customer
"已成功綁定一張信用卡 %1 %2, 若需要編輯/新增信用卡請至會員中心。","已成功綁定一張信用卡 %1 %2, 若需要編輯/新增信用卡請至會員中心。",module,Branch8_Customer
"已成功綁定一張信用卡, 若需要編輯/新增信用卡請至會員中心。","已成功綁定一張信用卡, 若需要編輯/新增信用卡請至會員中心。",module,Branch8_Customer
預設會員等級,預設會員等級,module,Branch8_Customer
消費滿%1筆,消費滿%1筆,module,Branch8_Customer
滿%1元,滿%1元,module,Branch8_Customer
或,或,module,Branch8_Customer
且,且,module,Branch8_Customer
Can't upload icon file.,無法上傳圖示檔案。,module,Branch8_Customer
You saved the customer group.,您已儲存顧客群組。,module,Branch8_Customer
Add New Organization,新增組織,module,Branch8_Customer
Organization Listing,組織列表,module,Branch8_Customer
You have updated the Organization successfully.,您已成功更新組織。,module,Branch8_Customer
You have successfully created the Organization.,您已成功創建組織。,module,Branch8_Customer
Something went wrong while trying to save the Organization. Please try again.,儲存組織時發生錯誤。請再試一次。,module,Branch8_Customer
Browsing History,瀏覽歷史,module,Branch8_Customer
已成功儲存暱稱,已成功儲存暱稱,module,Branch8_Customer
Member Information,會員資訊,module,Branch8_Customer
已成功儲存發票載具,已成功儲存發票載具,module,Branch8_Customer
Something went wrong while saving.,儲存時發生錯誤,module,Branch8_Customer
Can not found any level to assign,找不到任何級別可以指派,module,Branch8_Customer
Customer does not exist.,顧客不存在。,module,Branch8_Customer
Organization does not exist.,組織不存在。,module,Branch8_Customer
Organization updated successfully.,組織已成功更新。,module,Branch8_Customer
Somethings went wrong.,發生了一些錯誤。,module,Branch8_Customer
我是Toyota車主,我是Toyota車主,module,Branch8_Customer
我是Lexus車主,我是Lexus車主,module,Branch8_Customer
我不是車主,我不是車主,module,Branch8_Customer
"No such entity with %fieldName = %fieldValue, %field2Name = %field2Value",沒有這樣的實體，%fieldName = %fieldValue、%field2Name = %field2Value,module,Branch8_Customer
Member seq is required for buyer account.,買家帳戶需要會員序號。,module,Branch8_Customer
Duplicate member_seq found.,發現重複的會員序號。,module,Branch8_Customer
The specified customer group id does not exist.,指定的顧客群組ID不存在。,module,Branch8_Customer
The %fieldName value is invalid. Set the correct value and try again.,%fieldName 值無效。設定正確的值並重試。,module,Branch8_Customer
Incorrect CAPTCHA,驗證碼不正確,module,Branch8_Customer
Thank you for registering with %1.,感謝您註冊 %1。,module,Branch8_Customer
We can't save the customer.,我們無法儲存顧客。,module,Branch8_Customer
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,帳戶登入不正確或您的帳戶被暫時停用。請稍後再試。,module,Branch8_Customer
An unspecified error occurred. Please contact us for assistance.,發生未指定的錯誤。請聯絡我們尋求協助。,module,Branch8_Customer
A login and a password are required.,需要登入名稱和密碼。,module,Branch8_Customer
You saved the address.,您儲存了地址。,module,Branch8_Customer
We can't save the address.,我們無法儲存該地址。,module,Branch8_Customer
platform is required.,平台是必填項,module,Branch8_Customer
member_seq is required.,會員序號是必要的。,module,Branch8_Customer
新增超商取貨地址,新增超商取貨地址,module,Branch8_Customer
新增宅配地址,新增宅配地址,module,Branch8_Customer
Completed orders,已完成訂單,module,Branch8_Customer
Total orders,訂單總數,module,Branch8_Customer
Combine,結合,module,Branch8_Customer
Total order value,訂單總價值,module,Branch8_Customer
Personal Information,個人資訊,module,Branch8_Customer
Last Logged In:,上次登入：,module,Branch8_Customer
Last Logged In (%1):,上次登入 (%1)：,module,Branch8_Customer
Account Lock:,帳戶鎖定：,module,Branch8_Customer
Confirmed email:,已確認的電子郵件：,module,Branch8_Customer
Account Created:,帳戶已建立：,module,Branch8_Customer
Account Created on (%1):,帳戶建立於 (%1):,module,Branch8_Customer
Account Created in:,帳號建立在:,module,Branch8_Customer
Organization:,組織:,module,Branch8_Customer
Customer Group:,顧客群組:,module,Branch8_Customer
Group date:,群組日期：,module,Branch8_Customer
Other Groups:,其他群組：,module,Branch8_Customer
Default Billing Address,預設帳單地址,module,Branch8_Customer
基本資料,基本資料,module,Branch8_Customer
會員暱稱,會員暱稱,module,Branch8_Customer
發票載具,發票載具,module,Branch8_Customer
會員帳號(手機號碼）,會員帳號(手機號碼）,module,Branch8_Customer
姓名,姓名,module,Branch8_Customer
生日,生日,module,Branch8_Customer
電子信箱,電子信箱,module,Branch8_Customer
前往外站更新會員資料,前往外站更新會員資料,module,Branch8_Customer
我們要怎麼稱呼你呢？,我們要怎麼稱呼你呢？,module,Branch8_Customer
請輸入暱稱 (最多8個字元),請輸入暱稱 (最多8個字元),module,Branch8_Customer
提交,提交,module,Branch8_Customer
目前擁有,目前擁有,module,Branch8_Customer
和泰Points,和泰Points,module,Branch8_Customer
票券,票券,module,Branch8_Customer
將有%1點於 %2 到期,將有%1點於 %2 到期,module,Branch8_Customer
訂單管理,訂單管理,module,Branch8_Customer
追蹤清單,追蹤清單,module,Branch8_Customer
通知,通知,module,Branch8_Customer
會員資料,會員資料,module,Branch8_Customer
地址管理,地址管理,module,Branch8_Customer
支付管理,支付管理,module,Branch8_Customer
升級任務，成為,升級任務，成為,module,Branch8_Customer
訂單,訂單,module,Branch8_Customer
消費,消費,module,Branch8_Customer
嗨！你已經被登出囉！請重新登入,嗨！你已經被登出囉！請重新登入,module,Branch8_Customer
Total %1 records,總共 %1 記錄,module,Branch8_Customer
Delete All,刪除全部,module,Branch8_Customer
Add to Cart,加入購物車,module,Branch8_Customer
In stock,在庫中,module,Branch8_Customer
Out of stock,缺貨,module,Branch8_Customer
Add to Wish List,加入願望清單,module,Branch8_Customer
Add to Compare,添加比較,module,Branch8_Customer
Load More,加載更多,module,Branch8_Customer
你的和泰Pay已綁定 <strong>%1</strong> 張信用卡,你的和泰Pay已綁定 <strong>%1</strong> 張信用卡,module,Branch8_Customer
(信用卡管理請至會員中心),(信用卡管理請至會員中心),module,Branch8_Customer
展開已綁定信用卡,展開已綁定信用卡,module,Branch8_Customer
預設,預設,module,Branch8_Customer
Close,關閉,module,Branch8_Customer
中信信用卡,中信信用卡,module,Branch8_Customer
新增中信信用卡,新增中信信用卡,module,Branch8_Customer
其他信用卡,其他信用卡,module,Branch8_Customer
新增其他信用卡,新增其他信用卡,module,Branch8_Customer
信用卡綁定失敗，再麻煩重新嘗試或前往會員中心再重新操作。,信用卡綁定失敗，再麻煩重新嘗試或前往會員中心再重新操作。,module,Branch8_Customer
中信快速綁卡,中信快速綁卡,module,Branch8_Customer
此服務提供「中國信託持卡人」快速綁定中信卡，如欲綁定非中信卡，請返回上一頁使用「一般綁卡」服務。,"此服務提供""中國信託持卡人""快速綁定中信卡，如欲綁定非中信卡，請返回上一頁使用""一般綁卡""服務。",module,Branch8_Customer
系統將依您所填之身分證字號＆生日向中國信託商業銀行取得您的信用卡資訊，並於簡訊體驗通過後進行綁定，以確保您的信用卡支付安全。,系統將依您所填之身分證字號＆生日向中國信託商業銀行取得您的信用卡資訊，並於簡訊體驗通過後進行綁定，以確保您的信用卡支付安全。,module,Branch8_Customer
身分證字號,身分證字號,module,Branch8_Customer
取消,取消,module,Branch8_Customer
快速新增中信卡,快速新增中信卡,module,Branch8_Customer
綁定信用卡,綁定信用卡,module,Branch8_Customer
我們將引導你至和泰會員中心的信用卡綁定流程...,我們將引導你至和泰會員中心的信用卡綁定流程...,module,Branch8_Customer
"綁定過程需要進行1元授權的嘗試刷卡，以確保有效性，這筆授權紀錄並<a href=""%1"" title=""不會實際扣款"">不會實際扣款</a>，請放心！","綁定過程需要進行1元授權的嘗試刷卡，以確保有效性，這筆授權紀錄並<a href=""%1"" title=""不會實際扣款"">不會實際扣款</a>，請放心！",module,Branch8_Customer
確定,確定,module,Branch8_Customer
Items %1 to %2 of %3 total,項目 %1 到 %2，總共 %3,module,Branch8_Customer
%1 Item,%1 項目,module,Branch8_Customer
%1 Item(s),%1 項目,module,Branch8_Customer
Page,頁面,module,Branch8_Customer
Previous,上一頁,module,Branch8_Customer
Skip to page %1,跳至第 %1 頁,module,Branch8_Customer
You're currently reading page,您目前正在閱讀頁面,module,Branch8_Customer
Next,下一頁,module,Branch8_Customer
Show,顯示,module,Branch8_Customer
per page,每頁,module,Branch8_Customer
Basic Information,基本資訊,module,Branch8_Customer
Member Nickname,會員暱稱,module,Branch8_Customer
Invoice Carrier,發票載具,module,Branch8_Customer
Barcode,條碼,module,Branch8_Customer
Please enter the invoice carrier,請輸入發票載具,module,Branch8_Customer
Submit,提交,module,Branch8_Customer
歡迎來到HOTAI購!,歡迎來到HOTAI購!,module,Branch8_Customer
此標示為必填項目,此標示為必填項目,module,Branch8_Customer
你是否為Toyota或Lexus車主？,你是否為Toyota或Lexus車主？,module,Branch8_Customer
開始我的旅程,開始我的旅程,module,Branch8_Customer
回到票券主頁,回到票券主頁,module,Branch8_Customer
Member ticket,會員票券,module,Branch8_Customer
使用期限 :,使用期限 :,module,Branch8_Customer
兌換序號,兌換序號,module,Branch8_Customer
複製,複製,module,Branch8_Customer
複製的,複製的,module,Branch8_Customer
密碼,密碼,module,Branch8_Customer
兌獎狀況,兌獎狀況,module,Branch8_Customer
未開獎,未開獎,module,Branch8_Customer
已中獎,已中獎,module,Branch8_Customer
是否已使用此票券？,是否已使用此票券？,module,Branch8_Customer
將此票券歸類為已使用,將此票券歸類為已使用,module,Branch8_Customer
已使用,已使用,module,Branch8_Customer
已過期,已過期,module,Branch8_Customer
歸戶期限 :,歸戶期限 :,module,Branch8_Customer
Code,代碼,module,Branch8_Customer
票券已核銷,票券已核銷,module,Branch8_Customer
下載,下載,module,Branch8_Customer
此按鈕應由工作人員於現場操作，請勿自行點擊,此按鈕應由工作人員於現場操作，請勿自行點擊,module,Branch8_Customer
得獎名單,得獎名單,module,Branch8_Customer
說明,說明,module,Branch8_Customer
"Sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nam fermentum. Sociis natoque"
"                        penatibus et magnis dis parturient montes."""
"                        penatibus et magnis dis parturient montes."""Branch8_Customer,"Sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nam fermentum. Sociis natoque                         penatibus et magnis dis parturient montes."
"nulla luctus pharetra vulputate, felis tellus mollis orci, sed rhoncus pronin sapien nunc accuan eget,nulla luctus"
pharetra vulputate"nulla luctus pharetra vulputate, felis tellus mollis orci, sed rhoncus pronin sapien nunc accuan eget,nulla luctus",
pharetra vulputate,"nulla luctus pharetra vulputate, felis tellus mollis orci, sed rhoncus pronin sapien nunc accuan eget,nulla luctus                         pharetra vulputate, felis tellus mollis orci",module,Branch8_Customer
"nulla luctus pharetra vulputate, felis tellus mollis orci, sed rhoncus pronin sapien nunc accuan eget.","nulla luctus pharetra vulputate, felis tellus mollis orci, sed rhoncus pronin sapien nunc accuan eget.",module,Branch8_Customer
"Sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nam fermentum","Sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nam fermentum",module,Branch8_Customer
票券核銷,票券核銷,module,Branch8_Customer
是否確定核銷此票券？核銷後將無法復原。,是否確定核銷此票券？核銷後將無法復原。,module,Branch8_Customer
Unused tickets,未使用票券,module,Branch8_Customer
open,開啟,module,Branch8_Customer
將有2張票券於2024/05/31到期,將有2張票券於2024/05/31到期,module,Branch8_Customer
會員中心,會員中心,module,Branch8_Customer
未使用,未使用,module,Branch8_Customer
已使用/歸戶,已使用/歸戶,module,Branch8_Customer
目前尚無未使用票券喔！,目前尚無未使用票券喔！,module,Branch8_Customer
票券規格 :,票券規格 :,module,Branch8_Customer
使用期限 :,使用期限 :,module,Branch8_Customer
顯示更多,顯示更多,module,Branch8_Customer
Hotai Tickets,和泰票券,module,Branch8_CustomerTicketTable
Could not save the CustomerTicketOverDue: %1,無法儲存 CustomerTicketOverDue: %1,module,Branch8_CustomerTicketTable
Could not save the CustomerTicket: %1,無法儲存 CustomerTicket: %1,module,Branch8_CustomerTicketTable
已過期,已過期,module,Branch8_CustomerTicketTable
已退貨,已退貨,module,Branch8_CustomerTicketTable
初始匯入,初始匯入,module,Branch8_CustomerTicketTable
預分配,預分配,module,Branch8_CustomerTicketTable
未使用,未使用,module,Branch8_CustomerTicketTable
已使用,已使用,module,Branch8_CustomerTicketTable
Cart %1 doesn't contain products,購物車 %1 不包含產品,module,Branch8_EcpayInvoice
My Ticket - Edenred,我的票券 - 宜睿,module,Branch8_Edenred
"""No records in Edenred ticket record table for order item ID: "" .","""宜睿 票證記錄表中沒有訂單項目 ID 的記錄：""。",module,Branch8_Edenred
Request quantity for Edenred ticket must greater than 0.,宜睿 票證的請求數量必須大於 0。,module,Branch8_Edenred
"Request quantity for Edenred ticket must lower than "" . . "".","宜睿 票證的請求數量必須低於"". . ""。",module,Branch8_Edenred
Dev,開發者,module,Branch8_Edenred
Production,生產,module,Branch8_Edenred
Could not save the EdenredTicketRecord: %1,無法儲存 宜睿TicketRecord：%1,module,Branch8_Edenred
"For Edenred ticket product, max quantity for one order item is "" . . "".","對於 宜睿 票券產品，一件訂單商品的最大數量為"". . ""。",module,Branch8_Edenred
"Max quantity for one order item is %1","您最多可購買%1",module,Branch8_Edenred
Edenred Ticket Records,怡睿票券記錄,module,Branch8_Edenred
product image,產品圖片,module,Branch8_Edenred
voucher no,憑證號,module,Branch8_Edenred
action,行動,module,Branch8_Edenred
Display Ticket Detail,顯示票證詳細資訊,module,Branch8_Edenred
No Data,無數據,module,Branch8_Edenred
Expiry Date,到期日,module,Branch8_Edenred
to,到,module,Branch8_Edenred
Voucher No,憑證號,module,Branch8_Edenred
Exchange Url,交換網址,module,Branch8_Edenred
Copy Voucher No and Redirect to Exchange Url,複製優惠券編號並重定向至交換網址。,module,Branch8_Edenred
No unsold ticket records need to be delete.,無需刪除未售票記錄。,module,Branch8_FamilyBonusPin
Unsold ticket records delete success.,未售票紀錄刪除成功。,module,Branch8_FamilyBonusPin
Import ticket records success.,匯入工單記錄成功。,module,Branch8_FamilyBonusPin
My Ticket - Family Bonus PIN,我的票券 - 全家紅利 PIN 碼,module,Branch8_FamilyBonusPin
Could not save the FamilyBonusPinBatchSetting: %1,無法儲存 FamilyBonusPinBatchSetting：%1,module,Branch8_FamilyBonusPin
Could not save the FamilyBonusPinTicketRecord: %1,無法儲存 FamilyBonusPinTicketRecord：%1,module,Branch8_FamilyBonusPin
Delete unsold tickets,刪除未售出的票券,module,Branch8_FamilyBonusPin
Confirmation.,確認。,module,Branch8_FamilyBonusPin
Are you sure you want to delete unsold tickets under batch code: batch_code,您確定要刪除批次代碼下未售出的票券嗎：batch_code,module,Branch8_FamilyBonusPin
Family Bonus PIN Import,全家紅利 PIN 碼匯入,module,Branch8_FamilyBonusPin
Submit,送出,module,Branch8_FamilyBonusPin
Reset,重置,module,Branch8_FamilyBonusPin
Family Bonus PIN ticket record overview,全家紅利 PIN 票券記錄概覽,module,Branch8_FamilyBonusPin
Family Bonus PIN Records,全家紅利 PIN 記錄,module,Branch8_FamilyBonusPin
product image,產品圖片,module,Branch8_FamilyBonusPin
pin code,密碼,module,Branch8_FamilyBonusPin
used count,使用次數,module,Branch8_FamilyBonusPin
use start time,使用開始時間,module,Branch8_FamilyBonusPin
use end time,使用結束時間,module,Branch8_FamilyBonusPin
action,行動,module,Branch8_FamilyBonusPin
Display Ticket Detail,顯示票證詳細資訊,module,Branch8_FamilyBonusPin
No Data,無數據,module,Branch8_FamilyBonusPin
Used Count,使用次數,module,Branch8_FamilyBonusPin
Expiry Date,到期日,module,Branch8_FamilyBonusPin
to,到,module,Branch8_FamilyBonusPin
Pin Code,Pin碼,module,Branch8_FamilyBonusPin
Exchange Url,交換網址,module,Branch8_FamilyBonusPin
